Order_ID,Order_Date,Day_of_Week,Month,Customer_ID,Menu_Item,Category,Quantity_Sold,Unit_Price,Total_Sales,Inventory_Stock,Inventory_Used,Food_Waste,Customer_Rating,Review,Sentiment,Payment_Method,Branch
3984,2025-10-17,Friday,10,1252,Sandwich,Fast Food,1,220,220,13,1,12,5,It was okay,Neutral,Nagad,Banani
3985,2025-07-19,Saturday,7,1591,Juice,Beverage,1,150,150,18,1,17,4,Bad experience,Negative,Cash,Uttara
3986,2025-06-08,Sunday,6,1472,Burger,Fast Food,4,250,1000,24,4,20,4,Amazing quality,Positive,Bkash,Uttara
3987,2025-01-11,Saturday,1,1707,Noodles,Main Course,2,260,520,13,2,11,3,Very tasty and fresh,Positive,Nagad,Dhanmondi
3988,2025-04-03,Thursday,4,1483,Juice,Beverage,7,150,1050,19,7,12,2,Excellent food and fast service,Positive,Bkash,Mirpur
3989,2025-10-14,Tuesday,10,1079,Pizza,Fast Food,6,550,3300,14,6,8,5,Excellent food and fast service,Positive,Nagad,Dhanmondi
3990,2025-06-24,Tuesday,6,1073,Sandwich,Fast Food,8,220,1760,25,8,17,3,Not worth the price,Negative,Card,Dhanmondi
3991,2025-04-27,Sunday,4,1276,Burger,Fast Food,3,250,750,22,3,19,2,Highly recommended,Positive,Bkash,Uttara
3992,2025-05-02,Friday,5,1500,Burger,Fast Food,4,250,1000,22,4,18,5,Highly recommended,Positive,Cash,Uttara
3993,2025-05-17,Saturday,5,1768,Ice Cream,Dessert,8,120,960,18,8,10,5,Loved the food,Positive,Cash,Uttara
3994,2025-07-27,Sunday,7,1097,Pasta,Main Course,7,350,2450,27,7,20,4,Too salty,Negative,Bkash,Uttara
3995,2025-08-20,Wednesday,8,1995,Coffee,Beverage,3,180,540,19,3,16,4,Loved the food,Positive,Card,Mirpur
3996,2025-03-13,Thursday,3,1971,Juice,Beverage,1,150,150,9,1,8,2,Too salty,Negative,Cash,Dhanmondi
3997,2025-06-11,Wednesday,6,1885,Juice,Beverage,8,150,1200,20,8,12,4,Acceptable,Neutral,Cash,Mirpur
3998,2025-08-24,Sunday,8,1664,Juice,Beverage,5,150,750,23,5,18,4,Excellent food and fast service,Positive,Cash,Banani
3999,2025-09-30,Tuesday,9,1228,Burger,Fast Food,4,250,1000,15,4,11,4,Bad experience,Negative,Nagad,Mirpur
4000,2025-12-26,Friday,12,1052,Burger,Fast Food,3,250,750,23,3,20,3,Highly recommended,Positive,Bkash,Mirpur
4001,2025-07-12,Saturday,7,1154,Fried Rice,Main Course,4,280,1120,15,4,11,3,Acceptable,Neutral,Bkash,Mirpur
4002,2025-03-12,Wednesday,3,1324,Pasta,Main Course,6,350,2100,25,6,19,4,Excellent food and fast service,Positive,Nagad,Uttara
4003,2025-07-26,Saturday,7,1693,Fried Rice,Main Course,1,280,280,12,1,11,3,Too salty,Negative,Nagad,Dhanmondi
4004,2025-07-13,Sunday,7,1931,Pizza,Fast Food,7,550,3850,17,7,10,5,Acceptable,Neutral,Nagad,Mirpur
4005,2025-09-04,Thursday,9,1214,Juice,Beverage,3,150,450,14,3,11,4,Average taste,Neutral,Bkash,Banani
4006,2025-10-14,Tuesday,10,1888,Sandwich,Fast Food,3,220,660,21,3,18,3,Amazing quality,Positive,Cash,Uttara
4007,2025-04-02,Wednesday,4,1955,Ice Cream,Dessert,5,120,600,12,5,7,3,It was okay,Neutral,Card,Dhanmondi
4008,2025-07-20,Sunday,7,1888,Biryani,Main Course,6,320,1920,18,6,12,2,Service was normal,Neutral,Bkash,Mirpur
4009,2025-06-24,Tuesday,6,1168,Coffee,Beverage,5,180,900,12,5,7,4,Bad experience,Negative,Card,Dhanmondi
4010,2025-05-14,Wednesday,5,1028,Burger,Fast Food,1,250,250,13,1,12,3,Very tasty and fresh,Positive,Card,Uttara
4011,2025-08-09,Saturday,8,1009,Sandwich,Fast Food,4,220,880,19,4,15,4,Acceptable,Neutral,Nagad,Banani
4012,2025-07-04,Friday,7,1598,Sandwich,Fast Food,2,220,440,20,2,18,5,Bad experience,Negative,Card,Dhanmondi
4013,2025-04-10,Thursday,4,1870,Biryani,Main Course,6,320,1920,12,6,6,5,Very tasty and fresh,Positive,Bkash,Banani
4014,2025-05-30,Friday,5,1843,Fried Rice,Main Course,5,280,1400,24,5,19,3,Amazing quality,Positive,Card,Dhanmondi
4015,2025-10-23,Thursday,10,1810,Biryani,Main Course,6,320,1920,25,6,19,4,Amazing quality,Positive,Nagad,Banani
4016,2025-12-07,Sunday,12,1249,Fried Rice,Main Course,7,280,1960,18,7,11,2,Very tasty and fresh,Positive,Bkash,Banani
4017,2025-01-22,Wednesday,1,1526,Pizza,Fast Food,8,550,4400,18,8,10,2,It was okay,Neutral,Card,Uttara
4018,2025-12-25,Thursday,12,1801,Juice,Beverage,5,150,750,11,5,6,5,Loved the food,Positive,Bkash,Dhanmondi
4019,2025-11-20,Thursday,11,1879,Pizza,Fast Food,7,550,3850,19,7,12,2,Very tasty and fresh,Positive,Card,Dhanmondi
4020,2025-02-01,Saturday,2,1441,Pizza,Fast Food,7,550,3850,25,7,18,3,Highly recommended,Positive,Card,Mirpur
4021,2025-07-05,Saturday,7,1546,Coffee,Beverage,5,180,900,12,5,7,4,Excellent food and fast service,Positive,Nagad,Banani
4022,2025-03-19,Wednesday,3,1649,Biryani,Main Course,6,320,1920,13,6,7,2,Average taste,Neutral,Bkash,Banani
4023,2025-02-10,Monday,2,1187,Burger,Fast Food,7,250,1750,25,7,18,5,Average taste,Neutral,Cash,Mirpur
4024,2025-08-03,Sunday,8,1675,Ice Cream,Dessert,1,120,120,9,1,8,4,Amazing quality,Positive,Card,Dhanmondi
4025,2025-07-14,Monday,7,1426,Biryani,Main Course,5,320,1600,18,5,13,5,Excellent food and fast service,Positive,Nagad,Mirpur
4026,2025-06-13,Friday,6,1357,Sandwich,Fast Food,4,220,880,13,4,9,2,Not worth the price,Negative,Card,Mirpur
4027,2025-03-20,Thursday,3,1867,Fried Rice,Main Course,4,280,1120,20,4,16,2,Loved the food,Positive,Nagad,Dhanmondi
4028,2025-02-04,Tuesday,2,1024,Burger,Fast Food,8,250,2000,18,8,10,3,Service was normal,Neutral,Card,Dhanmondi
4029,2025-06-27,Friday,6,1553,Burger,Fast Food,7,250,1750,25,7,18,4,Loved the food,Positive,Card,Uttara
4030,2025-12-03,Wednesday,12,1466,Fried Rice,Main Course,2,280,560,22,2,20,4,Service was normal,Neutral,Bkash,Mirpur
4031,2025-02-03,Monday,2,1182,Biryani,Main Course,3,320,960,17,3,14,3,Acceptable,Neutral,Cash,Uttara
4032,2025-09-17,Wednesday,9,1048,Noodles,Main Course,2,260,520,18,2,16,4,It was okay,Neutral,Card,Dhanmondi
4033,2025-08-14,Thursday,8,1427,Juice,Beverage,1,150,150,9,1,8,5,Delivery was late,Negative,Card,Mirpur
4034,2025-01-24,Friday,1,1285,Coffee,Beverage,1,180,180,21,1,20,2,It was okay,Neutral,Card,Mirpur
4035,2025-05-03,Saturday,5,1498,Burger,Fast Food,4,250,1000,14,4,10,4,Very tasty and fresh,Positive,Nagad,Uttara
4036,2025-05-03,Saturday,5,1493,Noodles,Main Course,4,260,1040,18,4,14,5,Very tasty and fresh,Positive,Bkash,Mirpur
4037,2025-04-18,Friday,4,1775,Ice Cream,Dessert,5,120,600,14,5,9,4,Bad experience,Negative,Cash,Uttara
4038,2025-04-26,Saturday,4,1569,Burger,Fast Food,7,250,1750,20,7,13,5,Too salty,Negative,Card,Uttara
4039,2025-10-30,Thursday,10,1772,Burger,Fast Food,6,250,1500,11,6,5,4,Excellent food and fast service,Positive,Nagad,Dhanmondi
4040,2025-06-21,Saturday,6,1933,Ice Cream,Dessert,1,120,120,16,1,15,3,Very tasty and fresh,Positive,Nagad,Banani
4041,2025-03-29,Saturday,3,1263,Pizza,Fast Food,1,550,550,7,1,6,5,Loved the food,Positive,Card,Dhanmondi
4042,2025-12-21,Sunday,12,1874,Pizza,Fast Food,8,550,4400,16,8,8,2,Loved the food,Positive,Cash,Uttara
4043,2025-12-30,Tuesday,12,1704,Pasta,Main Course,6,350,2100,23,6,17,4,Amazing quality,Positive,Nagad,Mirpur
4044,2025-12-12,Friday,12,1613,Sandwich,Fast Food,4,220,880,24,4,20,5,Loved the food,Positive,Nagad,Banani
4045,2025-01-03,Friday,1,1785,Sandwich,Fast Food,3,220,660,15,3,12,4,Excellent food and fast service,Positive,Nagad,Mirpur
4046,2025-02-23,Sunday,2,1446,Biryani,Main Course,1,320,320,9,1,8,3,Very tasty and fresh,Positive,Card,Mirpur
4047,2025-03-09,Sunday,3,1252,Noodles,Main Course,5,260,1300,10,5,5,4,Amazing quality,Positive,Cash,Banani
4048,2025-01-10,Friday,1,1382,Biryani,Main Course,7,320,2240,22,7,15,3,Highly recommended,Positive,Nagad,Banani
4049,2025-10-15,Wednesday,10,1437,Pasta,Main Course,1,350,350,12,1,11,3,Average taste,Neutral,Nagad,Banani
4050,2025-09-25,Thursday,9,1068,Pizza,Fast Food,8,550,4400,23,8,15,3,Amazing quality,Positive,Bkash,Uttara
4051,2025-09-07,Sunday,9,1235,Juice,Beverage,5,150,750,15,5,10,3,Acceptable,Neutral,Cash,Uttara
4052,2025-11-16,Sunday,11,1042,Coffee,Beverage,4,180,720,20,4,16,4,Highly recommended,Positive,Card,Uttara
4053,2025-11-04,Tuesday,11,1095,Noodles,Main Course,8,260,2080,20,8,12,2,Excellent food and fast service,Positive,Bkash,Banani
4054,2025-06-05,Thursday,6,1688,Sandwich,Fast Food,6,220,1320,19,6,13,5,It was okay,Neutral,Nagad,Dhanmondi
4055,2025-05-22,Thursday,5,1617,Ice Cream,Dessert,1,120,120,19,1,18,4,Excellent food and fast service,Positive,Bkash,Banani
4056,2025-06-22,Sunday,6,1096,Ice Cream,Dessert,8,120,960,27,8,19,2,Highly recommended,Positive,Card,Mirpur
4057,2025-01-11,Saturday,1,1554,Coffee,Beverage,8,180,1440,19,8,11,2,Not worth the price,Negative,Cash,Dhanmondi
4058,2025-05-31,Saturday,5,1911,Pizza,Fast Food,8,550,4400,23,8,15,3,Loved the food,Positive,Cash,Banani
4059,2025-03-24,Monday,3,1975,Pizza,Fast Food,8,550,4400,27,8,19,2,Not worth the price,Negative,Nagad,Mirpur
4060,2025-09-17,Wednesday,9,1781,Sandwich,Fast Food,3,220,660,15,3,12,2,Loved the food,Positive,Cash,Dhanmondi
4061,2025-05-16,Friday,5,1460,Noodles,Main Course,6,260,1560,25,6,19,2,Not worth the price,Negative,Card,Banani
4062,2025-06-17,Tuesday,6,1861,Sandwich,Fast Food,3,220,660,10,3,7,2,Very tasty and fresh,Positive,Card,Banani
4063,2025-10-15,Wednesday,10,1065,Ice Cream,Dessert,6,120,720,16,6,10,5,Amazing quality,Positive,Cash,Mirpur
4064,2025-02-21,Friday,2,1063,Coffee,Beverage,6,180,1080,22,6,16,4,Very tasty and fresh,Positive,Card,Banani
4065,2025-08-02,Saturday,8,1994,Fried Rice,Main Course,2,280,560,17,2,15,5,Highly recommended,Positive,Cash,Banani
4066,2025-03-05,Wednesday,3,1277,Juice,Beverage,5,150,750,18,5,13,4,Excellent food and fast service,Positive,Cash,Dhanmondi
4067,2025-01-31,Friday,1,1152,Pasta,Main Course,1,350,350,20,1,19,3,Excellent food and fast service,Positive,Cash,Dhanmondi
4068,2025-08-05,Tuesday,8,1497,Pasta,Main Course,1,350,350,20,1,19,3,Acceptable,Neutral,Nagad,Uttara
4069,2025-04-01,Tuesday,4,1760,Noodles,Main Course,6,260,1560,20,6,14,4,Very tasty and fresh,Positive,Bkash,Banani
4070,2025-10-22,Wednesday,10,1491,Ice Cream,Dessert,3,120,360,19,3,16,3,Amazing quality,Positive,Nagad,Banani
4071,2025-11-20,Thursday,11,1520,Coffee,Beverage,5,180,900,24,5,19,5,Service was normal,Neutral,Card,Banani
4072,2025-02-04,Tuesday,2,1363,Burger,Fast Food,6,250,1500,17,6,11,2,Delivery was late,Negative,Nagad,Banani
4073,2025-08-24,Sunday,8,1786,Pizza,Fast Food,6,550,3300,17,6,11,2,Average taste,Neutral,Nagad,Mirpur
4074,2025-04-25,Friday,4,1358,Burger,Fast Food,5,250,1250,11,5,6,5,Delivery was late,Negative,Cash,Dhanmondi
4075,2025-05-31,Saturday,5,1867,Pizza,Fast Food,4,550,2200,12,4,8,5,Highly recommended,Positive,Nagad,Mirpur
4076,2025-03-17,Monday,3,1902,Sandwich,Fast Food,1,220,220,20,1,19,5,Very tasty and fresh,Positive,Nagad,Dhanmondi
4077,2025-08-13,Wednesday,8,1182,Juice,Beverage,4,150,600,19,4,15,5,Loved the food,Positive,Card,Dhanmondi
4078,2025-12-19,Friday,12,1472,Pasta,Main Course,4,350,1400,12,4,8,5,Highly recommended,Positive,Card,Uttara
4079,2025-08-13,Wednesday,8,1405,Burger,Fast Food,3,250,750,19,3,16,3,Excellent food and fast service,Positive,Cash,Mirpur
4080,2025-09-19,Friday,9,1343,Pasta,Main Course,7,350,2450,20,7,13,5,Delivery was late,Negative,Cash,Mirpur
4081,2025-07-16,Wednesday,7,1635,Sandwich,Fast Food,3,220,660,9,3,6,2,Nothing special,Neutral,Nagad,Dhanmondi
4082,2025-06-13,Friday,6,1243,Coffee,Beverage,1,180,180,11,1,10,4,Excellent food and fast service,Positive,Cash,Banani
4083,2025-04-26,Saturday,4,1835,Pizza,Fast Food,3,550,1650,12,3,9,5,Average taste,Neutral,Nagad,Banani
4084,2025-08-11,Monday,8,1239,Juice,Beverage,6,150,900,20,6,14,3,Service was normal,Neutral,Bkash,Uttara
4085,2025-11-18,Tuesday,11,1718,Pizza,Fast Food,7,550,3850,20,7,13,3,Very tasty and fresh,Positive,Nagad,Dhanmondi
4086,2025-08-27,Wednesday,8,1245,Noodles,Main Course,1,260,260,17,1,16,2,Excellent food and fast service,Positive,Bkash,Banani
4087,2025-04-25,Friday,4,1877,Biryani,Main Course,2,320,640,14,2,12,5,Highly recommended,Positive,Bkash,Mirpur
4088,2025-06-20,Friday,6,1030,Coffee,Beverage,3,180,540,21,3,18,5,Excellent food and fast service,Positive,Cash,Mirpur
4089,2025-12-07,Sunday,12,1637,Coffee,Beverage,8,180,1440,13,8,5,4,Very tasty and fresh,Positive,Cash,Banani
4090,2025-09-30,Tuesday,9,1351,Sandwich,Fast Food,5,220,1100,19,5,14,5,Very tasty and fresh,Positive,Card,Mirpur
4091,2025-10-15,Wednesday,10,1025,Juice,Beverage,3,150,450,20,3,17,2,Highly recommended,Positive,Nagad,Uttara
4092,2025-06-21,Saturday,6,1893,Coffee,Beverage,2,180,360,18,2,16,5,Amazing quality,Positive,Bkash,Dhanmondi
4093,2025-10-27,Monday,10,1068,Fried Rice,Main Course,8,280,2240,21,8,13,3,Very tasty and fresh,Positive,Nagad,Uttara
4094,2025-05-17,Saturday,5,1504,Pasta,Main Course,6,350,2100,11,6,5,5,Acceptable,Neutral,Card,Dhanmondi
4095,2025-04-12,Saturday,4,1078,Pasta,Main Course,7,350,2450,14,7,7,4,Highly recommended,Positive,Card,Banani
4096,2025-06-21,Saturday,6,1924,Fried Rice,Main Course,3,280,840,12,3,9,5,Loved the food,Positive,Cash,Dhanmondi
4097,2025-01-02,Thursday,1,1074,Pizza,Fast Food,5,550,2750,13,5,8,4,Highly recommended,Positive,Cash,Mirpur
4098,2025-05-07,Wednesday,5,1527,Sandwich,Fast Food,5,220,1100,13,5,8,2,Not worth the price,Negative,Nagad,Uttara
4099,2025-01-05,Sunday,1,1622,Burger,Fast Food,1,250,250,16,1,15,2,Amazing quality,Positive,Bkash,Dhanmondi
4100,2025-10-07,Tuesday,10,1729,Pizza,Fast Food,5,550,2750,10,5,5,2,Loved the food,Positive,Bkash,Dhanmondi
4101,2025-10-11,Saturday,10,1349,Pizza,Fast Food,1,550,550,16,1,15,5,Very tasty and fresh,Positive,Cash,Uttara
4102,2025-02-24,Monday,2,1582,Fried Rice,Main Course,2,280,560,10,2,8,4,Highly recommended,Positive,Nagad,Dhanmondi
4103,2025-03-12,Wednesday,3,1849,Pizza,Fast Food,3,550,1650,17,3,14,5,Not worth the price,Negative,Bkash,Uttara
4104,2025-09-16,Tuesday,9,1406,Pizza,Fast Food,3,550,1650,19,3,16,3,Very tasty and fresh,Positive,Cash,Banani
4105,2025-05-17,Saturday,5,1398,Ice Cream,Dessert,5,120,600,20,5,15,2,Very tasty and fresh,Positive,Card,Dhanmondi
4106,2025-05-06,Tuesday,5,1427,Fried Rice,Main Course,2,280,560,15,2,13,4,Service was normal,Neutral,Nagad,Dhanmondi
4107,2025-08-03,Sunday,8,1646,Juice,Beverage,6,150,900,26,6,20,2,Bad experience,Negative,Card,Dhanmondi
4108,2025-05-27,Tuesday,5,1583,Ice Cream,Dessert,6,120,720,12,6,6,5,Amazing quality,Positive,Bkash,Dhanmondi
4109,2025-07-23,Wednesday,7,1896,Pasta,Main Course,6,350,2100,12,6,6,4,Very tasty and fresh,Positive,Card,Uttara
4110,2025-03-07,Friday,3,1914,Fried Rice,Main Course,1,280,280,21,1,20,5,Too salty,Negative,Nagad,Mirpur
4111,2025-02-18,Tuesday,2,1372,Biryani,Main Course,7,320,2240,15,7,8,4,Bad experience,Negative,Nagad,Mirpur
4112,2025-06-14,Saturday,6,1704,Noodles,Main Course,7,260,1820,15,7,8,4,Excellent food and fast service,Positive,Card,Uttara
4113,2025-06-09,Monday,6,1860,Burger,Fast Food,4,250,1000,20,4,16,3,Loved the food,Positive,Nagad,Mirpur
4114,2025-10-17,Friday,10,1392,Noodles,Main Course,2,260,520,12,2,10,4,Amazing quality,Positive,Nagad,Uttara
4115,2025-04-02,Wednesday,4,1704,Coffee,Beverage,7,180,1260,16,7,9,3,Not worth the price,Negative,Card,Uttara
4116,2025-08-01,Friday,8,1348,Noodles,Main Course,4,260,1040,11,4,7,3,Not worth the price,Negative,Bkash,Dhanmondi
4117,2025-09-30,Tuesday,9,1855,Fried Rice,Main Course,6,280,1680,21,6,15,2,Nothing special,Neutral,Card,Uttara
4118,2025-09-21,Sunday,9,1430,Burger,Fast Food,2,250,500,21,2,19,3,Excellent food and fast service,Positive,Bkash,Mirpur
4119,2025-01-10,Friday,1,1795,Biryani,Main Course,7,320,2240,21,7,14,4,Very tasty and fresh,Positive,Card,Mirpur
4120,2025-02-18,Tuesday,2,1190,Pasta,Main Course,4,350,1400,11,4,7,3,Very tasty and fresh,Positive,Cash,Banani
4121,2025-12-06,Saturday,12,1655,Juice,Beverage,8,150,1200,14,8,6,5,Not worth the price,Negative,Bkash,Banani
4122,2025-09-04,Thursday,9,1302,Biryani,Main Course,1,320,320,9,1,8,2,Excellent food and fast service,Positive,Card,Mirpur
4123,2025-05-07,Wednesday,5,1657,Sandwich,Fast Food,3,220,660,20,3,17,5,Excellent food and fast service,Positive,Nagad,Banani
4124,2025-11-14,Friday,11,1145,Coffee,Beverage,4,180,720,15,4,11,3,Too salty,Negative,Bkash,Uttara
4125,2025-10-30,Thursday,10,1906,Fried Rice,Main Course,3,280,840,12,3,9,5,Loved the food,Positive,Nagad,Banani
4126,2025-04-03,Thursday,4,1049,Sandwich,Fast Food,8,220,1760,21,8,13,3,Loved the food,Positive,Cash,Mirpur
4127,2025-04-06,Sunday,4,1035,Pizza,Fast Food,2,550,1100,16,2,14,3,Highly recommended,Positive,Nagad,Uttara
4128,2025-09-29,Monday,9,1894,Fried Rice,Main Course,7,280,1960,27,7,20,4,Amazing quality,Positive,Card,Dhanmondi
4129,2025-12-08,Monday,12,1790,Pasta,Main Course,8,350,2800,23,8,15,3,Bad experience,Negative,Bkash,Mirpur
4130,2025-08-17,Sunday,8,1698,Sandwich,Fast Food,1,220,220,18,1,17,3,Very tasty and fresh,Positive,Bkash,Uttara
4131,2025-03-08,Saturday,3,1872,Burger,Fast Food,3,250,750,18,3,15,5,Excellent food and fast service,Positive,Nagad,Mirpur
4132,2025-07-30,Wednesday,7,1529,Sandwich,Fast Food,8,220,1760,15,8,7,5,Amazing quality,Positive,Card,Banani
4133,2025-02-10,Monday,2,1804,Fried Rice,Main Course,6,280,1680,20,6,14,3,Service was normal,Neutral,Cash,Dhanmondi
4134,2025-12-31,Wednesday,12,1984,Noodles,Main Course,6,260,1560,25,6,19,2,Loved the food,Positive,Cash,Mirpur
4135,2025-08-24,Sunday,8,1410,Fried Rice,Main Course,8,280,2240,28,8,20,3,Very tasty and fresh,Positive,Nagad,Mirpur
4136,2025-05-30,Friday,5,1567,Ice Cream,Dessert,8,120,960,27,8,19,3,Highly recommended,Positive,Card,Dhanmondi
4137,2025-01-23,Thursday,1,1760,Noodles,Main Course,2,260,520,7,2,5,4,Average taste,Neutral,Card,Banani
4138,2025-12-08,Monday,12,1329,Juice,Beverage,1,150,150,18,1,17,5,Excellent food and fast service,Positive,Bkash,Mirpur
4139,2025-02-25,Tuesday,2,1679,Pasta,Main Course,1,350,350,18,1,17,2,Excellent food and fast service,Positive,Cash,Mirpur
4140,2025-11-20,Thursday,11,1495,Coffee,Beverage,8,180,1440,18,8,10,4,Very tasty and fresh,Positive,Nagad,Banani
4141,2025-06-28,Saturday,6,1117,Biryani,Main Course,5,320,1600,16,5,11,5,Too salty,Negative,Cash,Banani
4142,2025-03-21,Friday,3,1210,Coffee,Beverage,2,180,360,12,2,10,3,Service was normal,Neutral,Bkash,Uttara
4143,2025-08-10,Sunday,8,1454,Sandwich,Fast Food,6,220,1320,25,6,19,3,Nothing special,Neutral,Bkash,Uttara
4144,2025-07-18,Friday,7,1009,Coffee,Beverage,8,180,1440,23,8,15,4,Excellent food and fast service,Positive,Nagad,Dhanmondi
4145,2025-05-12,Monday,5,1888,Burger,Fast Food,8,250,2000,28,8,20,2,Very tasty and fresh,Positive,Nagad,Dhanmondi
4146,2025-12-05,Friday,12,1402,Ice Cream,Dessert,1,120,120,21,1,20,5,Not worth the price,Negative,Nagad,Mirpur
4147,2025-08-31,Sunday,8,1296,Biryani,Main Course,2,320,640,21,2,19,3,Very tasty and fresh,Positive,Bkash,Banani
4148,2025-08-05,Tuesday,8,1775,Noodles,Main Course,4,260,1040,10,4,6,3,Loved the food,Positive,Nagad,Mirpur
4149,2025-03-15,Saturday,3,1501,Coffee,Beverage,6,180,1080,25,6,19,3,Nothing special,Neutral,Bkash,Dhanmondi
4150,2025-08-31,Sunday,8,1535,Noodles,Main Course,2,260,520,8,2,6,3,It was okay,Neutral,Bkash,Banani
4151,2025-07-17,Thursday,7,1090,Pasta,Main Course,7,350,2450,14,7,7,4,Highly recommended,Positive,Card,Banani
4152,2025-12-10,Wednesday,12,1341,Fried Rice,Main Course,2,280,560,19,2,17,5,Highly recommended,Positive,Bkash,Mirpur
4153,2025-04-25,Friday,4,1856,Ice Cream,Dessert,1,120,120,16,1,15,4,Amazing quality,Positive,Nagad,Banani
4154,2025-04-22,Tuesday,4,1728,Burger,Fast Food,1,250,250,18,1,17,2,Very tasty and fresh,Positive,Cash,Mirpur
4155,2025-12-14,Sunday,12,1473,Pizza,Fast Food,7,550,3850,20,7,13,2,Amazing quality,Positive,Bkash,Dhanmondi
4156,2025-02-16,Sunday,2,1766,Fried Rice,Main Course,6,280,1680,17,6,11,3,Not worth the price,Negative,Nagad,Mirpur
4157,2025-03-23,Sunday,3,1401,Sandwich,Fast Food,3,220,660,18,3,15,5,Amazing quality,Positive,Nagad,Banani
4158,2025-12-23,Tuesday,12,1598,Burger,Fast Food,6,250,1500,22,6,16,2,Amazing quality,Positive,Nagad,Dhanmondi
4159,2025-04-04,Friday,4,1187,Ice Cream,Dessert,7,120,840,15,7,8,5,Amazing quality,Positive,Cash,Dhanmondi
4160,2025-12-03,Wednesday,12,1217,Biryani,Main Course,4,320,1280,15,4,11,3,Average taste,Neutral,Nagad,Uttara
4161,2025-08-30,Saturday,8,1444,Pasta,Main Course,7,350,2450,12,7,5,4,Very tasty and fresh,Positive,Cash,Mirpur
4162,2025-09-13,Saturday,9,1538,Sandwich,Fast Food,2,220,440,11,2,9,4,Average taste,Neutral,Card,Mirpur
4163,2025-02-02,Sunday,2,1446,Ice Cream,Dessert,6,120,720,24,6,18,4,Nothing special,Neutral,Bkash,Uttara
4164,2025-03-21,Friday,3,1330,Fried Rice,Main Course,6,280,1680,22,6,16,5,Bad experience,Negative,Cash,Banani
4165,2025-04-10,Thursday,4,1622,Burger,Fast Food,3,250,750,12,3,9,3,Very tasty and fresh,Positive,Card,Mirpur
4166,2025-03-15,Saturday,3,1359,Noodles,Main Course,8,260,2080,28,8,20,5,Very tasty and fresh,Positive,Bkash,Banani
4167,2025-03-22,Saturday,3,1692,Juice,Beverage,5,150,750,25,5,20,4,Loved the food,Positive,Bkash,Dhanmondi
4168,2025-08-21,Thursday,8,1563,Biryani,Main Course,4,320,1280,12,4,8,4,Average taste,Neutral,Cash,Dhanmondi
4169,2025-10-04,Saturday,10,1768,Sandwich,Fast Food,6,220,1320,23,6,17,2,Service was normal,Neutral,Bkash,Dhanmondi
4170,2025-11-30,Sunday,11,1926,Burger,Fast Food,6,250,1500,11,6,5,5,Amazing quality,Positive,Nagad,Banani
4171,2025-05-14,Wednesday,5,1457,Pasta,Main Course,8,350,2800,26,8,18,5,Very tasty and fresh,Positive,Nagad,Uttara
4172,2025-07-16,Wednesday,7,1239,Pasta,Main Course,7,350,2450,22,7,15,4,Very tasty and fresh,Positive,Nagad,Banani
4173,2025-05-22,Thursday,5,1591,Ice Cream,Dessert,7,120,840,19,7,12,3,Highly recommended,Positive,Card,Banani
4174,2025-03-29,Saturday,3,1223,Noodles,Main Course,2,260,520,9,2,7,5,Very tasty and fresh,Positive,Bkash,Uttara
4175,2025-10-09,Thursday,10,1330,Sandwich,Fast Food,4,220,880,18,4,14,3,Food was cold,Negative,Cash,Mirpur
4176,2025-01-05,Sunday,1,1027,Coffee,Beverage,1,180,180,14,1,13,5,Highly recommended,Positive,Nagad,Uttara
4177,2025-11-01,Saturday,11,1461,Pizza,Fast Food,5,550,2750,21,5,16,3,Not worth the price,Negative,Nagad,Banani
4178,2025-01-09,Thursday,1,1449,Ice Cream,Dessert,6,120,720,14,6,8,4,Average taste,Neutral,Nagad,Uttara
4179,2025-07-19,Saturday,7,1539,Juice,Beverage,6,150,900,17,6,11,4,Acceptable,Neutral,Nagad,Mirpur
4180,2025-09-17,Wednesday,9,1115,Ice Cream,Dessert,6,120,720,22,6,16,4,Very tasty and fresh,Positive,Bkash,Mirpur
4181,2025-11-04,Tuesday,11,1327,Juice,Beverage,2,150,300,20,2,18,3,Amazing quality,Positive,Bkash,Banani
4182,2025-05-09,Friday,5,1655,Sandwich,Fast Food,8,220,1760,28,8,20,3,Highly recommended,Positive,Cash,Uttara
4183,2025-04-24,Thursday,4,1924,Noodles,Main Course,5,260,1300,24,5,19,2,Highly recommended,Positive,Cash,Banani
4184,2025-06-20,Friday,6,1833,Coffee,Beverage,8,180,1440,20,8,12,2,Very tasty and fresh,Positive,Cash,Dhanmondi
4185,2025-06-15,Sunday,6,1448,Ice Cream,Dessert,1,120,120,16,1,15,3,Excellent food and fast service,Positive,Nagad,Mirpur
4186,2025-10-09,Thursday,10,1068,Coffee,Beverage,5,180,900,11,5,6,3,Amazing quality,Positive,Bkash,Mirpur
4187,2025-04-05,Saturday,4,1105,Pasta,Main Course,7,350,2450,16,7,9,3,Not worth the price,Negative,Card,Uttara
4188,2025-05-07,Wednesday,5,1898,Burger,Fast Food,7,250,1750,22,7,15,3,Loved the food,Positive,Bkash,Banani
4189,2025-06-10,Tuesday,6,1515,Ice Cream,Dessert,1,120,120,18,1,17,3,Delivery was late,Negative,Cash,Banani
4190,2025-01-01,Wednesday,1,1648,Noodles,Main Course,8,260,2080,28,8,20,5,Service was normal,Neutral,Card,Banani
